"styles_ndsLink__GUaai href","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","h-text-bold 2","h-text-greenDark","h-text-grayDark","styles_btn__1hjpW","h-text-grayDark 2","styles_styledBodyMdText__lJVEV 2","styles_styledBodySmText__v0z_0"
"https://www.target.com/p/coolmee-women-s-cargo-baggy-jeans-high-waist-wide-leg-casual-fashion-streetwear-denim-pants-with-zipper-pockets/-/A-1010969740?preselect=1010969742#lnk=sametab","$43.99 - $45.99","Coolmee Women's Cargo Baggy Jeans High Waist Wide Leg Casual Fashion Streetwear Denim Pants with Zipper Pockets","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$91.99 - $95.99","Sale"
"https://www.target.com/p/avenue-studded-wide-leg-jean/-/A-1008806779?preselect=1008806780#lnk=sametab","$84.99","Avenue Studded Wide Leg Jean","AVENUE","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$99.95","Sale"
"https://www.target.com/p/garvee-high-rise-straight-leg-ankle-jeans-with-cuffed-jeans-detail-frayed-hem-denim-trousers-stylish-denim-pants-women/-/A-1010929023?preselect=1010929028#lnk=sametab","$42.99","Garvee High Rise Straight Leg Ankle Jeans with Cuffed Jeans Detail Frayed Hem Denim Trousers Stylish Denim Pants Women","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$72.99","Sale"
"https://www.target.com/p/avenue-men-s-big-tall-butter-denim-pull-on-jean/-/A-93105938?preselect=1003320022#lnk=sametab","$36.99 - $37.99","Avenue Butter Denim Pull-On High Rise Jean","AVENUE","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$69.95","Sale"
"https://www.target.com/p/woman-within-women-s-plus-size-secret-solutions-tummy-smoothing-bootcut-jean/-/A-92023015?preselect=92023039#lnk=sametab","$41.99","Woman Within Stretch Built-In Slimming Panel Bootcut Jeans","Woman Within","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$64.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-iconic-bootcut-jean/-/A-1003919655?preselect=1003919656#lnk=sametab","$43.97 - $44.99","Roaman's Plus Size 24/7 Stretch Bootcut Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498403#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Black , 18","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-invisible-stretch-iconic-boyfriend-jean/-/A-1003919534?preselect=1003919537#lnk=sametab","$46.99","Roaman's Plus Size 24/7 Stretch Boyfriend Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410149#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/eloquii-women-s-plus-size-the-loose-jean/-/A-92945629?preselect=92945628#lnk=sametab","$63.99","ELOQUII The Loose Fit Jean","ELOQUII","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$99.95","Sale"
"https://www.target.com/p/jessica-london-sculpt-fit-wide-leg-crop-jeans/-/A-1010396661?preselect=1010396659#lnk=sametab","$79.99","Jessica London Sculpt Fit Wide-Leg Crop Jeans","Jessica London","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/jessica-london-true-fit-wide-leg-jean/-/A-1008465241?preselect=1008465243#lnk=sametab","$44.99","Jessica London True Fit Wide Leg Jean","Jessica London","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/coolmee-womens-fashion-bell-leg-jean-stretch-high-belt-waisted-slim-fit-wide-leg-jeans-with-pockets/-/A-1010969725?preselect=1010969724#lnk=sametab","$36.99 - $38.99","Coolmee Womens Fashion Bell Leg Jean Stretch High Belt Waisted Slim Fit Wide Leg Jeans with Pockets","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$77.99 - $81.99","Sale"
"https://www.target.com/p/woman-within-women-s-plus-size-comfort-curve-straight-leg-jean/-/A-92143184?preselect=92143217#lnk=sametab","$44.99 - $46.99","Woman Within Straight-Leg Stretch Comfort Denim Five-Pocket Jeans","Woman Within","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$61.99","Sale"
"https://www.target.com/p/garvee-women-vintage-palazzo-jeans-wide-leg-high-waist-boyfriend-fashion-distressed-denim-pants/-/A-1010922418?preselect=1010922417#lnk=sametab","$41.99 - $43.99","Garvee Women Vintage Palazzo Jeans Wide Leg High Waist Boyfriend Fashion Distressed Denim Pants","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$87.99 - $91.99","Sale"
"https://www.target.com/p/avenue-women-s-plus-size-la-luna-zip-detail-skinny-jean/-/A-1001833025?preselect=1001833024#lnk=sametab","$47.99","Avenue La Luna Zip Detail Skinny Jean","AVENUE","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.95","Sale"
"https://www.target.com/p/avenue-barrel-leg-jean/-/A-1008806725?preselect=1008881213#lnk=sametab","$71.99","Avenue Barrel Leg Jean","AVENUE","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$79.95","Sale"
"https://www.target.com/p/eloquii-women-s-plus-size-embroidered-naomi-straight-leg-jean/-/A-1001546318?preselect=1001546317#lnk=sametab","$72.99","ELOQUII Embroidered Naomi Straight Leg Jean","ELOQUII","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$119.95","Sale"
"https://www.target.com/p/anna-kaci-women-s-high-waisted-denim-skinny-jeans-stretch-distressed-ripped-knee-pants-small-light-denim/-/A-91791589#lnk=sametab","$29.99","Anna-Kaci Women's High Waisted Denim Skinny Jeans Stretch Distressed Ripped Knee Pants- Small,Light Denim","Anna-Kaci","","Shipping","arrives Sat, Apr 18","Ships free -","Add to cart","reg","$43.00","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498354#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 8","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410466#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/roaman-s-women-s-plus-size-iconic-straight-leg-jean/-/A-1003883050?preselect=1003883056#lnk=sametab","$49.99","Roaman's Plus Size 24/7 Stretch Straight Leg Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/kancan-essentials-women-s-deena-high-rise-wide-leg-jeans/-/A-1010574920?preselect=1010574932#lnk=sametab","$102.50","Kancan Essentials Women's Deena High Rise Wide Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/june-vie-by-roaman-s-women-s-plus-size-curvie-fit-high-rise-straight-leg-stretch-jeans/-/A-1004640701?preselect=1004640700#lnk=sametab","$63.99","June & Vie Curvie-Fit High-Rise Straight-Leg Stretch Jeans","June & Vie","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/woman-within-women-s-plus-size-elastic-waist-cotton-straight-leg-pant-with-flannel-lining/-/A-92027198?preselect=92027243#lnk=sametab","$51.99 - $53.99","Woman Within Elastic-Waist Cotton Straight Leg Denim Pant With Flannel Lining","Woman Within","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$61.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498412#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 18","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/kancan-essentials-benny-high-rise-bootcut-jeans/-/A-1006062939?preselect=1006062938#lnk=sametab","$49.46 - $65.95","KanCan Essentials Benny High Rise Bootcut Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on sale"
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410323#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/kancan-essentials-honey-high-rise-cropped-bootcut-jeans/-/A-1007537555?preselect=1007537559#lnk=sametab","$47.96 - $63.95","KanCan Essentials Honey High Rise Cropped Bootcut Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on sale"
"https://www.target.com/p/women-s-high-waist-ripped-jeans-straight-leg-ankle-length-button-fasten-denim-trousers-with-side-pocket/-/A-1006395059?preselect=1006395062#lnk=sametab","$53.99","Women's High Waist Ripped Jeans Straight Leg Ankle Length Button Fasten Denim Trousers With Side Pocket","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$99.00","Sale"
"https://www.target.com/p/slickblue-panel-straight-cut-jeans-soft-cotton-blend-pockets-color-size-options-perfect-for-casual-wear/-/A-1002347345?preselect=1002347357#lnk=sametab","$45.99","Slickblue Panel Straight Cut Jeans – Soft Cotton Blend, Pockets – Color & Size Options – Perfect for Casual Wear","Slickblue","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410463#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498438#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 10","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/women-high-waist-loose-fit-wide-leg-denim-jeans-with-single-knee-ripped-detail-frayed-denim-pants/-/A-1009984691?preselect=1009984689#lnk=sametab","$49.99","Women High Waist Loose Fit Wide Leg Denim Jeans With Single Knee Ripped Detail Frayed Denim Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$58.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-high-rise-bootcut-denim-trouser/-/A-1004217066?preselect=1004217067#lnk=sametab","$49.99","Roaman's Plus Size High-Rise Bootcut Denim Trouser","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-invisible-stretch-embroidered-split-flare-leg-jean/-/A-1001832506?preselect=1007646555#lnk=sametab","$82.99","Roaman's Plus Size Invisible Stretch Embroidered Split Flare-Leg Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$119.00 - $119.99","Sale"
"https://www.target.com/p/kancan-essentials-women-s-georgia-high-rise-slim-straight-jeans/-/A-1010575162?preselect=1010575160#lnk=sametab","$121.50","Kancan Essentials Women’s Georgia High Rise Slim Straight Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/jeans-pants-trousers-denim-women-s-trendy-slim-and-perforated-straight-washed-denim-pants/-/A-1009618768?preselect=1009618769#lnk=sametab","$49.99","Jeans Pants Trousers Denim Women's Trendy Slim and Perforated Straight Washed Denim Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410393#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/catherines-petite-right-fit-curvy-wide-leg-jean/-/A-1004010652?preselect=1004010658#lnk=sametab","$40.99 - $41.99","Catherines Petite Right Fit Curvy Wide Leg Jean","Catherines","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$69.95","Sale"
"https://www.target.com/p/eloquii-women-s-plus-size-the-naomi-comfort-stretch-straight-jean-long/-/A-92945642?preselect=92945641#lnk=sametab","$69.99","ELOQUII The Naomi Comfort Stretch Straight Leg Jean","ELOQUII","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$99.95","Sale"
"https://www.target.com/p/avenue-butter-denim-straight-crop/-/A-1010801223?preselect=1010801228#lnk=sametab","$69.95","Avenue Butter Denim Straight Crop","AVENUE","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410380#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/clearlove-womens-denim-shorts-straight-leg-cuff-hem-jean-shorts-ripped-denim-pants-washed-denim-shorts-stretchy-skinny-jean-shorts/-/A-1009112258?preselect=1009112257#lnk=sametab","$34.99","Clearlove Womens Denim Shorts Straight Leg Cuff Hem Jean Shorts Ripped Denim Pants Washed Denim Shorts Stretchy Skinny Jean Shorts","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$43.99","Sale"
"https://www.target.com/p/garvee-women-s-wide-leg-jeans-casual-elastic-waist-baggy-jeans-loose-straight-leg-denim-pants/-/A-1010951991?preselect=1010951990#lnk=sametab","$49.99","Garvee Women's Wide Leg Jeans Casual Elastic Waist Baggy Jeans Loose Straight Leg Denim Pants","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/coolmee-women-s-vintage-bell-bottom-jeans-high-waist-stretch-bootcut-slim-fit-denim-pants-trouser-with-pockets/-/A-1010969821?preselect=1010969824#lnk=sametab","$38.99 - $40.99","Coolmee Women's Vintage Bell Bottom Jeans High Waist Stretch Bootcut Slim Fit Denim Pants Trouser with Pockets","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$81.99 - $85.99","Sale"
"https://www.target.com/p/clearlove-women-s-ripped-mid-rise-denim-bermuda-shorts-frayed-raw-hem-stretch-jean-shorts/-/A-1009877122?preselect=1009877132#lnk=sametab","$37.69","Clearlove Women's Ripped Mid-Rise Denim Bermuda Shorts Frayed Raw Hem Stretch Jean Shorts","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$67.69","Sale"
"https://www.target.com/p/women-high-waist-jeans-button-closure-regular-fit-denim-casual-long-pants/-/A-1010903722?preselect=1010903721#lnk=sametab","$46.99","Women High Waist Jeans Button Closure Regular Fit Denim Casual Long Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$56.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498441#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 14","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410461#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/clearlove-womens-denim-shorts-high-rise-ripped-jean-shorts-frayed-denim-hot-shorts-with-pockets-2-5-inseam-raw-hem-denim-shorts/-/A-1008977005?preselect=1008977009#lnk=sametab","$33.99 - $34.99","Clearlove Womens Denim Shorts High Rise Ripped Jean Shorts Frayed Denim Hot Shorts with Pockets 2.5"" Inseam Raw Hem Denim Shorts","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$41.99 - $57.99","Sale"
"https://www.target.com/p/june-vie-by-roaman-s-women-s-plus-size-curvie-fit-skinny-jeans/-/A-87796022?preselect=89238425#lnk=sametab","$60.99 - $66.99","June & Vie Curvie Fit Skinny Jeans","June & Vie","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/plus-size-high-waist-distressed-denim-shorts-women-s-rolled-hem-light-wash-jean-shorts-comfy-stretch-summer-shorts-for-casual-outfits/-/A-1008990101?preselect=1008990102#lnk=sametab","$32.99","Plus Size High Waist Distressed Denim Shorts - Women's Rolled Hem Light Wash Jean Shorts, Comfy Stretch Summer Shorts for Casual Outfits","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$99.96","Sale"
"https://www.target.com/p/june-vie-by-roaman-s-women-s-plus-size-curvie-fit-high-waisted-wide-leg-jean/-/A-1001260568?preselect=1006974369#lnk=sametab","$93.99","June & Vie Curvie Fit High-Waisted Wide-Leg Utility Jean","June & Vie","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$124.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410464#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/coolmee-women-s-high-waisted-wide-leg-jeans-stretchy-distressed-denim-pants/-/A-1006288418?preselect=1006288421#lnk=sametab","$43.39 - $43.99","Coolmee Women's High Waisted Wide Leg Jeans Stretchy Distressed Denim Pants","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$69.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410282#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/anna-kaci-women-s-high-waist-distressed-slit-denim-jeans-long-pants-with-pockets/-/A-92297157?preselect=92297163#lnk=sametab","$27.99","Anna-Kaci Women's High Waist Distressed Slit Denim Jeans Long Pants with Pockets for Casual Looks","Anna-Kaci","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$37.00","Sale"
"https://www.target.com/p/memoi-distressed-bamboo-blend-denim-jeggings/-/A-1004379145?preselect=1004379146#lnk=sametab","$72.95","Memoi Distressed Bamboo Blend Denim Jeggings","MeMoi","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/eloquii-women-s-plus-size-the-flare-jean/-/A-92945184?preselect=92945183#lnk=sametab","$66.99","ELOQUII The Flare Leg Jean","ELOQUII","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$99.95","Sale"
"https://www.target.com/p/clearlove-high-rise-3-5-inseam-denim-shorts-trendy-front-button-a-line-jean-shorts-raw-hem-frayed-denim-shorts-with-american-flag-patch-pockets/-/A-1009042024?preselect=1009042037#lnk=sametab","$34.49 - $35.49","Clearlove High Rise 3.5"" Inseam Denim Shorts Trendy Front Button A Line Jean Shorts Raw Hem Frayed Denim Shorts with American Flag Patch Pockets","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$41.99 - $57.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410355#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410358#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/women-s-straight-leg-high-waist-single-button-comfort-jeans/-/A-1006619041?preselect=1006619057#lnk=sametab","$48.99","Women's Straight Leg High Waist Single Button Comfort Jeans","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$132.39","Sale"
"https://www.target.com/p/kancan-essentials-women-s-alonso-mid-rise-wide-leg-jeans/-/A-1010574922?preselect=1010574925#lnk=sametab","$108.95","Kancan Essentials Women's Alonso Mid Rise Wide Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410369#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410321#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/roaman-s-straight-leg-knit-jean/-/A-1009203874?preselect=1009203875#lnk=sametab","$64.99","Roaman's Straight Leg Knit Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$84.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410373#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410150#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410305#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410462#lnk=sametab","$64.50","Alfred Dunner Petite Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-short-length-jeans/-/A-1008410128#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Short Length Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/women-s-raw-hem-washed-mid-rise-jeans-distressed-frayed-denim-pants/-/A-1010979465?preselect=1010979467#lnk=sametab","$45.99","Women's Raw Hem Washed Mid-Rise Jeans - Distressed Frayed Denim Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$55.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498406#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Dark Denim , 12","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/garvee-women-s-fashion-bell-leg-jeans-button-detail-high-waist-stretch-bootcut-slim-fit-denim-pants-with-pockets/-/A-1010999736?preselect=1010999742#lnk=sametab","$38.99 - $40.99","Garvee Women's Fashion Bell Leg Jeans Button Detail High Waist Stretch Bootcut Slim Fit Denim Pants with Pockets","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$81.99 - $85.99","Sale"
"https://www.target.com/p/garvee-womens-jeans-casual-ripped-high-waisted-distressed-straight-leg-denim-pants-with-slit/-/A-1010978222?preselect=1010978226#lnk=sametab","$39.99","Garvee Womens Jeans Casual Ripped High Waisted Distressed Straight Leg Denim Pants with Slit","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/women-s-loose-fit-wide-leg-jeans-with-pockets-casual-denim-pants/-/A-1011006571?preselect=1011006573#lnk=sametab","$56.99","Women's Loose Fit Wide Leg Jeans with Pockets Casual Denim Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$88.99","Sale"
"https://www.target.com/p/memoi-dark-wash-bamboo-blend-denim-jeggings/-/A-1004397297?preselect=1004397298#lnk=sametab","$72.95","Memoi Dark Wash Bamboo Blend Denim Jeggings","MeMoi","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/coolmee-womens-jeans-high-waisted-skinny-straight-leg-tummy-control-distressed-side-slit-denim-pants/-/A-1011006360?preselect=1011006364#lnk=sametab","$39.99","Coolmee Womens Jeans High Waisted Skinny Straight Leg Tummy Control Distressed Side Slit Denim Pants","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$85.99","Sale"
"https://www.target.com/p/women-s-distressed-cropped-jeans-stretch-denim-in-american-casual-vintage-wash/-/A-1010979747?preselect=1010979750#lnk=sametab","$42.99","Women's Distressed Cropped Jeans Stretch Denim in American Casual Vintage Wash","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$85.99","Sale"
"https://www.target.com/p/women-s-high-waist-vintage-bootcut-denim-jeans/-/A-1011003182?preselect=1011003181#lnk=sametab","$41.99","Women's High Waist Vintage Bootcut Denim Jeans","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$83.99","Sale"
